BMI,Gender,Age,Fitness_Level,Goal,Exercise
25.6,Male,51,Beginner,Strength,Pull Ups
17.1,Male,23,Advanced,Endurance,Wall Sit
20.4,Female,32,Beginner,Strength,Pull Ups
21.5,Male,34,Intermediate,Flexibility,Child's Pose
22.3,Male,50,Advanced,Fat Loss,Goblet Squat
29.2,Female,30,Beginner,Fat Loss,Burpees
25.6,Male,52,Intermediate,Endurance,Battle Ropes
19.0,Female,27,Intermediate,Flexibility,Forward Fold
33.1,Female,46,Intermediate,Strength,Leg Press
27.0,Female,55,Advanced,Endurance,Plank
21.7,Male,55,Beginner,Endurance,Wall Sit
32.8,Female,25,Intermediate,Strength,Overhead Press
32.1,Male,36,Advanced,Endurance,Air Squats
16.6,Male,58,Beginner,Endurance,Wall Sit
17.1,Male,60,Beginner,Fat Loss,Dumbbell Lunges
31.0,Female,32,Intermediate,Strength,Lat Pulldown
27.8,Male,55,Beginner,Endurance,Cycling (Outdoor)
33.1,Female,48,Advanced,Endurance,Running (Outdoor)
20.6,Male,57,Intermediate,Fat Loss,Jump Rope
24.1,Female,59,Intermediate,Endurance,Kettlebell Clean & Press
26.4,Male,50,Beginner,Fat Loss,Jumping Jacks
27.1,Male,55,Advanced,Endurance,Air Squats
19.4,Female,36,Advanced,Flexibility,Pigeon Pose
27.0,Female,23,Advanced,Endurance,Running (Outdoor)
28.0,Female,56,Intermediate,Flexibility,Child's Pose
30.7,Female,27,Beginner,Endurance,Battle Ropes
26.0,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
21.0,Male,20,Beginner,Endurance,Recumbent Bike
15.7,Female,45,Advanced,Flexibility,Shoulder Pass-Throughs
24.4,Male,25,Advanced,Strength,T-Bar Row
16.8,Female,23,Intermediate,Fat Loss,Goblet Squat
16.7,Female,37,Beginner,Fat Loss,Mountain Climbers
21.5,Female,57,Intermediate,Flexibility,Hamstring Stretch (Standing)
34.0,Male,56,Intermediate,Endurance,Running (Outdoor)
30.3,Female,60,Advanced,Fat Loss,Step Ups
32.5,Male,59,Intermediate,Flexibility,Deep Squat Hold
24.1,Male,21,Advanced,Endurance,Recumbent Bike
20.1,Female,53,Beginner,Strength,Overhead Press
34.2,Male,27,Advanced,Flexibility,Spiderman Stretch
23.1,Female,38,Advanced,Strength,Machine Leg Extension
17.2,Female,59,Intermediate,Endurance,Cycling (Outdoor)
18.9,Male,35,Advanced,Endurance,Recumbent Bike
22.5,Female,38,Advanced,Strength,Machine Leg Extension
22.7,Female,21,Advanced,Fat Loss,Step Ups
23.0,Male,54,Beginner,Strength,Leg Press
34.3,Male,59,Beginner,Fat Loss,Running (Treadmill)
17.2,Female,38,Advanced,Endurance,Recumbent Bike
15.5,Male,46,Intermediate,Strength,Leg Press
22.0,Female,18,Intermediate,Fat Loss,Running (Treadmill)
26.1,Male,46,Advanced,Flexibility,Pigeon Pose
34.0,Male,50,Beginner,Fat Loss,Mountain Climbers
24.9,Male,53,Advanced,Strength,Deadlift
29.4,Male,37,Beginner,Endurance,Recumbent Bike
30.5,Female,60,Advanced,Fat Loss,Step Ups
23.4,Male,51,Advanced,Fat Loss,Jumping Jacks
32.6,Male,24,Beginner,Fat Loss,Kettlebell Swing
22.6,Male,60,Advanced,Strength,Overhead Press
30.3,Male,19,Advanced,Fat Loss,Burpees
33.1,Female,48,Advanced,Endurance,Push Ups
34.3,Male,59,Beginner,Fat Loss,Mountain Climbers
33.1,Female,48,Advanced,Endurance,Battle Ropes
31.8,Male,26,Intermediate,Flexibility,Spiderman Stretch
24.6,Male,22,Intermediate,Endurance,Kettlebell Clean & Press
16.5,Female,46,Advanced,Flexibility,Deep Squat Hold
32.0,Male,30,Beginner,Flexibility,Deep Squat Hold
23.2,Male,58,Intermediate,Fat Loss,Kettlebell Swing
22.7,Male,36,Advanced,Flexibility,Cat-Cow Stretch
25.7,Male,55,Intermediate,Endurance,Push Ups
23.5,Female,27,Advanced,Endurance,Recumbent Bike
28.7,Male,58,Advanced,Endurance,Push Ups
31.4,Male,19,Advanced,Endurance,Recumbent Bike
21.1,Female,18,Beginner,Endurance,Running (Outdoor)
22.0,Female,18,Intermediate,Fat Loss,Jump Rope
34.0,Male,53,Advanced,Strength,Pull Ups
15.7,Female,45,Advanced,Flexibility,Shoulder Pass-Throughs
19.9,Male,36,Intermediate,Strength,Overhead Press
32.7,Female,58,Beginner,Endurance,Recumbent Bike
26.5,Female,25,Advanced,Flexibility,Child's Pose
21.0,Female,60,Beginner,Strength,T-Bar Row
24.9,Male,53,Advanced,Strength,T-Bar Row
22.1,Male,20,Advanced,Endurance,Air Squats
23.3,Male,20,Intermediate,Endurance,Plank
31.0,Female,60,Intermediate,Fat Loss,Elliptical Trainer
30.3,Male,19,Advanced,Fat Loss,Kettlebell Swing
30.2,Female,55,Advanced,Strength,Machine Chest Fly
21.8,Female,24,Beginner,Endurance,Kettlebell Clean & Press
21.6,Female,35,Intermediate,Fat Loss,Mountain Climbers
34.6,Female,50,Intermediate,Flexibility,Deep Squat Hold
29.6,Male,58,Beginner,Strength,Barbell Squat
17.4,Male,39,Intermediate,Strength,T-Bar Row
16.3,Female,60,Beginner,Flexibility,Shoulder Pass-Throughs
16.1,Male,57,Intermediate,Endurance,Kettlebell Clean & Press
17.8,Male,23,Intermediate,Fat Loss,Jump Rope
34.3,Female,36,Beginner,Endurance,Wall Sit
27.6,Male,58,Advanced,Endurance,Push Ups
18.5,Male,59,Beginner,Flexibility,Child's Pose
28.6,Female,36,Advanced,Flexibility,Hamstring Stretch (Standing)
24.3,Female,33,Intermediate,Fat Loss,Jumping Jacks
28.6,Female,39,Intermediate,Fat Loss,Burpees
19.9,Male,22,Intermediate,Strength,Leg Press
24.1,Female,59,Intermediate,Endurance,Kettlebell Clean & Press
27.3,Female,20,Advanced,Strength,T-Bar Row
19.4,Female,27,Beginner,Endurance,Air Squats
19.3,Male,49,Advanced,Strength,T-Bar Row
17.9,Female,45,Beginner,Endurance,Cycling (Outdoor)
21.7,Male,55,Beginner,Endurance,Cycling (Outdoor)
18.3,Female,46,Beginner,Fat Loss,Burpees
17.9,Female,54,Intermediate,Endurance,Cycling (Outdoor)
27.0,Female,23,Advanced,Endurance,Kettlebell Clean & Press
15.6,Female,54,Beginner,Strength,Machine Chest Fly
17.8,Female,31,Intermediate,Strength,T-Bar Row
24.2,Female,25,Intermediate,Endurance,Cycling (Outdoor)
32.0,Male,30,Beginner,Flexibility,Shoulder Pass-Throughs
34.8,Male,35,Beginner,Strength,Lat Pulldown
31.0,Female,34,Beginner,Endurance,Battle Ropes
25.8,Male,32,Beginner,Flexibility,Cat-Cow Stretch
30.2,Female,46,Advanced,Endurance,Kettlebell Clean & Press
21.0,Male,20,Beginner,Endurance,Push Ups
16.3,Female,60,Beginner,Flexibility,Forward Fold
18.0,Female,52,Intermediate,Strength,Bench Press
32.0,Male,30,Beginner,Flexibility,Forward Fold
16.9,Male,27,Advanced,Strength,T-Bar Row
27.0,Female,23,Advanced,Endurance,Air Squats
20.9,Male,23,Advanced,Fat Loss,Jumping Jacks
17.0,Male,51,Intermediate,Strength,Overhead Press
19.5,Male,47,Advanced,Fat Loss,Jump Rope
20.1,Female,57,Advanced,Strength,Deadlift
32.3,Male,54,Beginner,Strength,Barbell Squat
20.5,Male,19,Advanced,Strength,Overhead Press
32.3,Male,30,Intermediate,Fat Loss,Kettlebell Swing
23.6,Female,21,Advanced,Flexibility,Cat-Cow Stretch
23.0,Male,55,Advanced,Fat Loss,Running (Treadmill)
18.5,Male,54,Intermediate,Strength,Pull Ups
18.1,Female,60,Intermediate,Strength,Deadlift
25.3,Male,22,Intermediate,Strength,Dumbbell Rows
22.6,Male,33,Beginner,Flexibility,Pigeon Pose
18.6,Male,38,Intermediate,Endurance,Air Squats
34.2,Male,27,Advanced,Flexibility,Spiderman Stretch
30.5,Female,25,Intermediate,Fat Loss,Step Ups
34.1,Male,34,Beginner,Endurance,Wall Sit
18.9,Male,46,Intermediate,Flexibility,Cat-Cow Stretch
33.9,Female,48,Intermediate,Flexibility,Cat-Cow Stretch
30.8,Female,27,Beginner,Flexibility,Deep Squat Hold
22.3,Male,22,Beginner,Fat Loss,Step Ups
34.3,Female,36,Beginner,Endurance,Push Ups
29.4,Male,49,Intermediate,Strength,Lat Pulldown
28.2,Male,45,Beginner,Flexibility,Deep Squat Hold
27.7,Female,46,Intermediate,Flexibility,Forward Fold
31.5,Male,27,Intermediate,Endurance,Recumbent Bike
29.8,Male,26,Advanced,Fat Loss,Running (Treadmill)
17.3,Female,33,Intermediate,Flexibility,Forward Fold
24.5,Female,54,Advanced,Strength,Lat Pulldown
16.6,Male,58,Beginner,Endurance,Running (Outdoor)
16.9,Male,27,Advanced,Strength,Deadlift
22.3,Female,36,Beginner,Fat Loss,Jump Rope
20.0,Female,57,Advanced,Fat Loss,Mountain Climbers
29.8,Male,26,Advanced,Fat Loss,Jump Rope
33.5,Male,48,Beginner,Strength,Dumbbell Rows
17.9,Female,55,Advanced,Flexibility,Cat-Cow Stretch
18.3,Female,46,Beginner,Fat Loss,Elliptical Trainer
32.4,Male,50,Advanced,Endurance,Recumbent Bike
28.2,Male,45,Beginner,Flexibility,Pigeon Pose
16.8,Male,51,Intermediate,Fat Loss,Kettlebell Swing
30.7,Female,52,Beginner,Strength,Leg Press
25.3,Male,22,Intermediate,Strength,Dumbbell Rows
30.2,Female,47,Intermediate,Endurance,Recumbent Bike
20.7,Male,45,Advanced,Endurance,Running (Outdoor)
28.7,Female,45,Beginner,Endurance,Kettlebell Clean & Press
23.0,Male,49,Beginner,Endurance,Recumbent Bike
25.6,Male,52,Intermediate,Endurance,Recumbent Bike
22.3,Male,50,Advanced,Fat Loss,Running (Treadmill)
34.0,Male,31,Advanced,Endurance,Kettlebell Clean & Press
23.7,Female,20,Intermediate,Fat Loss,Elliptical Trainer
16.0,Female,48,Advanced,Flexibility,Deep Squat Hold
28.2,Male,45,Beginner,Flexibility,Deep Squat Hold
23.6,Female,55,Beginner,Endurance,Wall Sit
17.9,Female,34,Advanced,Endurance,Recumbent Bike
21.1,Female,18,Beginner,Endurance,Battle Ropes
23.7,Female,20,Intermediate,Fat Loss,Dumbbell Lunges
33.9,Female,48,Intermediate,Flexibility,Shoulder Pass-Throughs
18.5,Male,54,Intermediate,Strength,Barbell Squat
16.8,Male,51,Intermediate,Fat Loss,Mountain Climbers
29.4,Female,50,Beginner,Fat Loss,Running (Treadmill)
15.5,Male,46,Intermediate,Strength,Deadlift
32.6,Female,52,Intermediate,Flexibility,Hamstring Stretch (Standing)
22.0,Female,30,Advanced,Endurance,Battle Ropes
32.7,Male,58,Beginner,Fat Loss,Dumbbell Lunges
18.1,Female,60,Intermediate,Strength,Machine Chest Fly
15.7,Female,45,Advanced,Flexibility,Pigeon Pose
24.2,Female,25,Intermediate,Endurance,Battle Ropes
18.7,Female,60,Intermediate,Fat Loss,Dumbbell Lunges
29.4,Male,37,Beginner,Endurance,Battle Ropes
27.4,Female,56,Advanced,Endurance,Plank
29.4,Male,49,Intermediate,Strength,Machine Chest Fly
32.3,Female,52,Beginner,Flexibility,Deep Squat Hold
19.9,Male,36,Intermediate,Strength,Pull Ups
16.8,Female,59,Intermediate,Fat Loss,Burpees
32.3,Male,60,Advanced,Strength,Machine Chest Fly
17.9,Female,34,Advanced,Endurance,Plank
23.3,Female,51,Beginner,Fat Loss,Step Ups
26.3,Male,25,Beginner,Strength,Dumbbell Rows
34.0,Male,56,Intermediate,Endurance,Recumbent Bike
24.2,Female,25,Intermediate,Endurance,Plank
29.1,Female,47,Advanced,Fat Loss,Step Ups
33.8,Male,36,Advanced,Fat Loss,Jumping Jacks
24.4,Male,25,Advanced,Strength,Deadlift
19.5,Male,47,Advanced,Fat Loss,Goblet Squat
16.6,Female,58,Advanced,Endurance,Wall Sit
30.9,Male,34,Beginner,Flexibility,Deep Squat Hold
16.6,Male,51,Intermediate,Endurance,Cycling (Outdoor)
29.0,Male,58,Beginner,Strength,T-Bar Row
32.8,Female,25,Intermediate,Strength,T-Bar Row
31.2,Male,36,Intermediate,Fat Loss,Dumbbell Lunges
32.1,Female,50,Advanced,Fat Loss,Step Ups
28.2,Female,18,Intermediate,Strength,Bench Press
16.4,Male,58,Beginner,Strength,Machine Leg Extension
26.7,Female,39,Intermediate,Flexibility,Cat-Cow Stretch
24.3,Female,33,Intermediate,Fat Loss,Step Ups
30.5,Female,60,Advanced,Fat Loss,Step Ups
34.2,Male,27,Advanced,Flexibility,Child's Pose
32.2,Male,55,Advanced,Flexibility,Hamstring Stretch (Standing)
34.5,Female,23,Advanced,Strength,Overhead Press
30.9,Male,24,Beginner,Endurance,Push Ups
26.5,Female,25,Advanced,Flexibility,Deep Squat Hold
24.6,Female,56,Beginner,Fat Loss,Goblet Squat
21.9,Female,22,Beginner,Flexibility,Pigeon Pose
28.6,Male,20,Advanced,Fat Loss,Dumbbell Lunges
32.5,Male,59,Intermediate,Flexibility,Forward Fold
35.0,Male,31,Advanced,Flexibility,Hamstring Stretch (Standing)
27.7,Female,26,Intermediate,Strength,Deadlift
24.5,Female,54,Advanced,Strength,Machine Chest Fly
34.8,Male,35,Beginner,Strength,Pull Ups
25.3,Female,32,Beginner,Strength,Barbell Squat
24.4,Male,35,Intermediate,Fat Loss,Goblet Squat
33.0,Female,24,Beginner,Fat Loss,Dumbbell Lunges
24.6,Female,56,Beginner,Fat Loss,Goblet Squat
28.5,Male,58,Beginner,Endurance,Plank
17.0,Male,53,Intermediate,Endurance,Kettlebell Clean & Press
29.5,Female,27,Intermediate,Flexibility,Forward Fold
27.2,Male,53,Beginner,Endurance,Plank
32.2,Male,55,Advanced,Flexibility,Hamstring Stretch (Standing)
27.8,Male,55,Beginner,Endurance,Air Squats
29.3,Female,55,Beginner,Endurance,Battle Ropes
15.6,Male,33,Beginner,Fat Loss,Mountain Climbers
24.5,Female,18,Advanced,Fat Loss,Elliptical Trainer
26.0,Female,55,Beginner,Strength,Machine Leg Extension
18.0,Female,21,Advanced,Endurance,Air Squats
30.9,Female,35,Intermediate,Strength,Leg Press
23.5,Female,27,Advanced,Endurance,Recumbent Bike
34.0,Male,31,Advanced,Endurance,Battle Ropes
22.7,Female,30,Advanced,Endurance,Plank
16.1,Male,57,Intermediate,Endurance,Air Squats
21.0,Male,20,Beginner,Endurance,Kettlebell Clean & Press
27.7,Female,26,Intermediate,Strength,Bench Press
32.2,Male,55,Advanced,Flexibility,Cat-Cow Stretch
21.8,Male,37,Advanced,Strength,Lat Pulldown
22.7,Male,36,Advanced,Flexibility,Child's Pose
21.9,Female,58,Intermediate,Flexibility,Spiderman Stretch
20.9,Male,23,Advanced,Fat Loss,Kettlebell Swing
27.2,Male,53,Beginner,Endurance,Kettlebell Clean & Press
32.5,Male,59,Intermediate,Flexibility,Forward Fold
28.6,Male,20,Advanced,Fat Loss,Running (Treadmill)
18.1,Female,60,Intermediate,Strength,Deadlift
29.4,Male,37,Beginner,Endurance,Running (Outdoor)
27.0,Female,23,Advanced,Endurance,Air Squats
26.0,Male,55,Beginner,Strength,Lat Pulldown
20.9,Female,27,Intermediate,Fat Loss,Running (Treadmill)
21.9,Female,57,Beginner,Flexibility,Forward Fold
22.3,Male,22,Beginner,Fat Loss,Goblet Squat
20.7,Male,20,Beginner,Flexibility,Shoulder Pass-Throughs
33.1,Male,19,Advanced,Flexibility,Deep Squat Hold
20.5,Male,31,Beginner,Fat Loss,Running (Treadmill)
32.3,Female,52,Beginner,Flexibility,Deep Squat Hold
19.0,Male,56,Intermediate,Fat Loss,Mountain Climbers
17.2,Female,59,Intermediate,Endurance,Running (Outdoor)
19.0,Male,56,Intermediate,Fat Loss,Mountain Climbers
18.6,Male,38,Intermediate,Endurance,Battle Ropes
23.3,Male,20,Intermediate,Endurance,Air Squats
24.5,Female,18,Advanced,Fat Loss,Running (Treadmill)
22.7,Female,21,Advanced,Fat Loss,Kettlebell Swing
21.7,Male,60,Advanced,Strength,Machine Leg Extension
26.1,Female,20,Advanced,Flexibility,Cat-Cow Stretch
19.6,Female,59,Advanced,Strength,Pull Ups
17.2,Female,59,Intermediate,Endurance,Battle Ropes
30.5,Female,60,Advanced,Fat Loss,Jumping Jacks
29.9,Female,35,Advanced,Flexibility,Spiderman Stretch
24.2,Female,25,Intermediate,Endurance,Battle Ropes
24.6,Male,22,Intermediate,Endurance,Kettlebell Clean & Press
17.0,Male,53,Intermediate,Endurance,Push Ups
34.8,Female,38,Beginner,Flexibility,Shoulder Pass-Throughs
31.0,Female,32,Intermediate,Strength,Dumbbell Rows
33.1,Female,46,Intermediate,Strength,T-Bar Row
34.8,Female,38,Beginner,Flexibility,Hamstring Stretch (Standing)
31.1,Female,49,Advanced,Flexibility,Child's Pose
22.7,Male,36,Advanced,Flexibility,Pigeon Pose
25.3,Female,32,Beginner,Strength,Deadlift
22.2,Male,60,Intermediate,Strength,Barbell Squat
26.1,Male,46,Advanced,Flexibility,Pigeon Pose
25.1,Female,35,Advanced,Fat Loss,Goblet Squat
19.1,Male,46,Advanced,Endurance,Wall Sit
32.5,Male,59,Intermediate,Flexibility,Deep Squat Hold
34.5,Male,18,Intermediate,Fat Loss,Dumbbell Lunges
27.8,Male,46,Beginner,Fat Loss,Elliptical Trainer
34.5,Female,23,Advanced,Strength,T-Bar Row
17.6,Female,39,Intermediate,Flexibility,Spiderman Stretch
30.2,Female,55,Beginner,Strength,Lat Pulldown
21.8,Male,55,Beginner,Fat Loss,Step Ups
20.4,Female,32,Beginner,Strength,Barbell Squat
30.7,Male,19,Beginner,Strength,Pull Ups
25.1,Female,25,Advanced,Endurance,Recumbent Bike
25.7,Male,30,Intermediate,Flexibility,Child's Pose
25.3,Male,22,Intermediate,Strength,Dumbbell Rows
15.2,Female,30,Beginner,Strength,Bench Press
23.9,Male,25,Beginner,Fat Loss,Goblet Squat
19.9,Male,22,Intermediate,Strength,Leg Press
31.7,Male,37,Beginner,Strength,Barbell Squat
22.3,Male,22,Beginner,Fat Loss,Jumping Jacks
32.5,Male,59,Intermediate,Flexibility,Spiderman Stretch
19.9,Male,37,Advanced,Fat Loss,Burpees
16.8,Male,51,Intermediate,Fat Loss,Kettlebell Swing
17.1,Male,23,Advanced,Endurance,Plank
25.7,Male,35,Beginner,Fat Loss,Goblet Squat
15.2,Female,23,Intermediate,Endurance,Wall Sit
20.6,Female,30,Advanced,Strength,Deadlift
33.1,Female,46,Intermediate,Strength,Overhead Press
32.3,Female,52,Beginner,Flexibility,Forward Fold
18.3,Female,55,Beginner,Fat Loss,Running (Treadmill)
31.4,Male,19,Advanced,Endurance,Battle Ropes
20.5,Male,19,Advanced,Strength,T-Bar Row
18.6,Male,56,Intermediate,Flexibility,Shoulder Pass-Throughs
31.1,Female,49,Advanced,Flexibility,Forward Fold
25.9,Female,36,Beginner,Flexibility,Child's Pose
25.3,Male,22,Intermediate,Strength,Leg Press
26.2,Male,26,Beginner,Flexibility,Shoulder Pass-Throughs
32.8,Female,25,Intermediate,Strength,T-Bar Row
33.1,Male,19,Advanced,Flexibility,Cat-Cow Stretch
29.7,Male,34,Advanced,Fat Loss,Dumbbell Lunges
18.8,Female,59,Beginner,Endurance,Wall Sit
24.1,Male,21,Advanced,Endurance,Recumbent Bike
27.3,Female,20,Advanced,Strength,Bench Press
31.9,Male,27,Beginner,Flexibility,Spiderman Stretch
33.9,Female,48,Intermediate,Flexibility,Deep Squat Hold
23.9,Male,34,Advanced,Strength,Leg Press
30.7,Female,57,Beginner,Fat Loss,Jump Rope
24.9,Female,30,Advanced,Flexibility,Cat-Cow Stretch
18.6,Female,45,Intermediate,Fat Loss,Burpees
34.8,Male,35,Beginner,Strength,Lat Pulldown
34.0,Male,56,Intermediate,Endurance,Cycling (Outdoor)
30.7,Female,52,Beginner,Strength,Lat Pulldown
23.7,Female,20,Intermediate,Fat Loss,Dumbbell Lunges
19.6,Female,59,Advanced,Strength,Leg Press
17.1,Male,60,Beginner,Fat Loss,Jumping Jacks
25.9,Female,36,Beginner,Flexibility,Forward Fold
17.8,Male,60,Advanced,Flexibility,Shoulder Pass-Throughs
34.0,Male,31,Advanced,Endurance,Recumbent Bike
27.4,Male,26,Beginner,Strength,Machine Chest Fly
22.1,Male,20,Advanced,Endurance,Air Squats
19.4,Female,36,Advanced,Flexibility,Forward Fold
24.6,Female,56,Beginner,Fat Loss,Jumping Jacks
15.8,Female,56,Intermediate,Endurance,Plank
25.8,Male,32,Beginner,Flexibility,Child's Pose
25.3,Female,32,Beginner,Strength,Machine Leg Extension
29.0,Female,33,Beginner,Flexibility,Forward Fold
28.2,Male,45,Beginner,Flexibility,Pigeon Pose
20.7,Female,46,Advanced,Fat Loss,Jump Rope
21.7,Male,60,Advanced,Strength,Lat Pulldown
19.9,Male,37,Advanced,Fat Loss,Goblet Squat
16.4,Female,34,Beginner,Strength,Machine Leg Extension
24.6,Male,47,Intermediate,Flexibility,Pigeon Pose
27.1,Female,20,Advanced,Endurance,Running (Outdoor)
32.8,Female,37,Advanced,Fat Loss,Kettlebell Swing
32.8,Female,25,Intermediate,Strength,Machine Leg Extension
16.2,Female,54,Advanced,Flexibility,Pigeon Pose
23.9,Female,57,Intermediate,Flexibility,Spiderman Stretch
19.5,Male,32,Intermediate,Endurance,Running (Outdoor)
16.8,Female,23,Intermediate,Fat Loss,Elliptical Trainer
22.0,Female,30,Advanced,Endurance,Recumbent Bike
31.5,Female,24,Beginner,Flexibility,Pigeon Pose
20.6,Male,57,Intermediate,Fat Loss,Burpees
32.7,Female,58,Beginner,Endurance,Recumbent Bike
22.5,Female,59,Advanced,Strength,T-Bar Row
15.7,Female,18,Intermediate,Flexibility,Pigeon Pose
31.0,Male,58,Beginner,Fat Loss,Kettlebell Swing
18.5,Female,23,Beginner,Strength,Bench Press
29.3,Female,55,Beginner,Endurance,Battle Ropes
24.9,Female,30,Advanced,Flexibility,Cat-Cow Stretch
30.9,Male,51,Advanced,Endurance,Kettlebell Clean & Press
22.2,Male,59,Beginner,Flexibility,Cat-Cow Stretch
34.7,Female,51,Advanced,Endurance,Battle Ropes
31.8,Male,26,Intermediate,Flexibility,Spiderman Stretch
17.1,Male,23,Advanced,Endurance,Wall Sit
30.9,Male,24,Beginner,Endurance,Cycling (Outdoor)
33.8,Male,26,Intermediate,Fat Loss,Kettlebell Swing
31.5,Male,27,Intermediate,Endurance,Air Squats
32.3,Female,52,Beginner,Flexibility,Forward Fold
32.7,Male,24,Beginner,Flexibility,Spiderman Stretch
18.6,Male,56,Intermediate,Flexibility,Shoulder Pass-Throughs
33.1,Female,59,Advanced,Fat Loss,Dumbbell Lunges
22.3,Female,60,Beginner,Strength,Barbell Squat
20.6,Male,57,Intermediate,Fat Loss,Jump Rope
29.4,Male,37,Beginner,Endurance,Battle Ropes
34.1,Male,34,Beginner,Endurance,Battle Ropes
22.0,Male,49,Beginner,Flexibility,Hamstring Stretch (Standing)
33.6,Male,53,Beginner,Fat Loss,Running (Treadmill)
29.4,Male,37,Beginner,Endurance,Recumbent Bike
32.7,Male,24,Beginner,Flexibility,Shoulder Pass-Throughs
22.7,Female,21,Advanced,Fat Loss,Kettlebell Swing
24.9,Female,45,Beginner,Flexibility,Shoulder Pass-Throughs
20.7,Female,46,Advanced,Fat Loss,Step Ups
27.5,Female,36,Intermediate,Flexibility,Shoulder Pass-Throughs
20.1,Female,57,Advanced,Strength,Barbell Squat
16.4,Female,34,Beginner,Strength,Dumbbell Rows
22.2,Male,59,Beginner,Flexibility,Cat-Cow Stretch
34.8,Female,38,Beginner,Flexibility,Child's Pose
30.5,Female,60,Advanced,Fat Loss,Jumping Jacks
15.8,Female,56,Intermediate,Endurance,Plank
20.7,Male,45,Advanced,Endurance,Cycling (Outdoor)
18.3,Female,46,Beginner,Fat Loss,Dumbbell Lunges
19.2,Male,30,Intermediate,Flexibility,Child's Pose
24.2,Female,35,Advanced,Endurance,Cycling (Outdoor)
28.7,Male,58,Advanced,Endurance,Plank
24.3,Female,33,Intermediate,Fat Loss,Step Ups
20.4,Female,32,Beginner,Strength,Barbell Squat
22.6,Male,60,Advanced,Strength,Pull Ups
22.7,Female,21,Advanced,Fat Loss,Mountain Climbers
29.8,Male,26,Advanced,Fat Loss,Burpees
16.8,Male,51,Intermediate,Fat Loss,Jump Rope
22.3,Male,50,Advanced,Fat Loss,Dumbbell Lunges
22.3,Male,50,Advanced,Fat Loss,Elliptical Trainer
20.6,Male,37,Beginner,Strength,Pull Ups
20.9,Female,27,Intermediate,Fat Loss,Running (Treadmill)
35.0,Male,31,Advanced,Flexibility,Forward Fold
27.3,Female,19,Beginner,Flexibility,Hamstring Stretch (Standing)
27.5,Male,46,Beginner,Fat Loss,Elliptical Trainer
30.1,Male,48,Intermediate,Fat Loss,Step Ups
21.7,Male,55,Beginner,Endurance,Push Ups
31.1,Male,52,Advanced,Strength,Pull Ups
34.7,Male,59,Intermediate,Strength,Deadlift
27.5,Female,20,Advanced,Fat Loss,Step Ups
34.8,Female,50,Intermediate,Fat Loss,Dumbbell Lunges
29.1,Female,26,Advanced,Strength,Overhead Press
33.5,Male,32,Advanced,Strength,Dumbbell Rows
29.4,Female,50,Beginner,Fat Loss,Step Ups
32.3,Male,54,Beginner,Strength,Barbell Squat
21.0,Male,20,Beginner,Endurance,Push Ups
17.8,Male,60,Advanced,Flexibility,Cat-Cow Stretch
35.0,Male,31,Advanced,Flexibility,Forward Fold
20.6,Male,57,Intermediate,Fat Loss,Jump Rope
28.6,Female,39,Intermediate,Fat Loss,Jump Rope
21.8,Male,37,Advanced,Strength,Machine Leg Extension
26.3,Male,31,Beginner,Endurance,Plank
15.7,Female,45,Advanced,Flexibility,Forward Fold
33.5,Male,32,Advanced,Strength,Dumbbell Rows
21.5,Male,34,Intermediate,Flexibility,Cat-Cow Stretch
20.9,Male,23,Advanced,Fat Loss,Jump Rope
23.9,Female,57,Intermediate,Flexibility,Forward Fold
19.6,Female,59,Advanced,Strength,Machine Leg Extension
21.9,Female,22,Beginner,Flexibility,Pigeon Pose
33.4,Male,60,Intermediate,Strength,Lat Pulldown
15.6,Female,54,Beginner,Strength,Dumbbell Rows
17.9,Male,58,Advanced,Strength,Overhead Press
28.4,Male,45,Advanced,Flexibility,Cat-Cow Stretch
26.0,Female,55,Beginner,Strength,Barbell Squat
17.1,Male,48,Advanced,Strength,Dumbbell Rows
18.8,Female,53,Intermediate,Flexibility,Forward Fold
20.4,Female,32,Beginner,Strength,Machine Chest Fly
18.6,Male,56,Intermediate,Flexibility,Shoulder Pass-Throughs
27.2,Male,53,Beginner,Endurance,Kettlebell Clean & Press
19.9,Female,36,Intermediate,Endurance,Recumbent Bike
24.1,Female,30,Intermediate,Fat Loss,Step Ups
24.6,Male,22,Intermediate,Endurance,Running (Outdoor)
20.6,Female,30,Advanced,Strength,T-Bar Row
29.4,Female,50,Beginner,Fat Loss,Jumping Jacks
22.6,Male,33,Beginner,Flexibility,Spiderman Stretch
33.1,Female,46,Intermediate,Strength,Overhead Press
30.1,Male,48,Intermediate,Fat Loss,Burpees
26.4,Male,50,Beginner,Fat Loss,Jumping Jacks
22.0,Male,49,Beginner,Flexibility,Shoulder Pass-Throughs
24.1,Male,21,Advanced,Endurance,Plank
32.6,Female,52,Intermediate,Flexibility,Cat-Cow Stretch
29.2,Female,26,Beginner,Endurance,Wall Sit
18.3,Female,55,Beginner,Fat Loss,Elliptical Trainer
17.6,Male,34,Intermediate,Flexibility,Pigeon Pose
17.9,Male,58,Advanced,Strength,Overhead Press
29.4,Female,50,Beginner,Fat Loss,Mountain Climbers
20.6,Female,30,Advanced,Strength,Machine Chest Fly
22.6,Male,60,Advanced,Strength,Dumbbell Rows
25.7,Male,35,Beginner,Fat Loss,Goblet Squat
